Operation: R17, Current Value: 67, Part1: 0, Part2: 0
Operation: L93, Current Value: 57, Part1: 529, Part2: 3201
Operation: R343, Current Value: 0, Part1: 530, Part2: 3205
Operation: R85, Current Value: 85, Part1: 530, Part2: 3205
Operation: R7, Current Value: 92, Part1: 530, Part2: 3205
Operation: L92, Current Value: 0, Part1: 531, Part2: 3205
Operation: L42, Current Value: 58, Part1: 531, Part2: 3206
Operation: L75, Current Value: 83, Part1: 531, Part2: 3207
Operation: R79, Current Value: 62, Part1: 531, Part2: 3208
Operation: L26, Current Value: 36, Part1: 531, Part2: 3208
Operation: R264, Current Value: 0, Part1: 532, Part2: 3211
Operation: L63, Current Value: 37, Part1: 532, Part2: 3212
Operation: R37, Current Value: 74, Part1: 532, Part2: 3212
Operation: L630, Current Value: 44, Part1: 532, Part2: 3218
Operation: R77, Current Value: 21, Part1: 532, Part2: 3219
Operation: R14, Current Value: 35, Part1: 532, Part2: 3219
Operation: L39, Current Value: 96, Part1: 532, Part2: 3220
Operation: R555, Current Value: 51, Part1: 532, Part2: 3226
Operation: R36, Current Value: 87, Part1: 532, Part2: 3226
Operation: L87, Current Value: 0, Part1: 533, Part2: 3226
Operation: R1, Current Value: 1, Part1: 533, Part2: 3226
Operation: R83, Current Value: 84, Part1: 533, Part2: 3226
Operation: L240, Current Value: 44, Part1: 533, Part2: 3228
Operation: R99, Current Value: 43, Part1: 533, Part2: 3229
Operation: L27, Current Value: 16, Part1: 533, Part2: 3229
Operation: R987, Current Value: 3, Part1: 533, Part2: 3239
Operation: R97, Current Value: 0, Part1: 534, Part2: 3240
Operation: L3, Current Value: 97, Part1: 534, Part2: 3241
Operation: L13, Current Value: 84, Part1: 534, Part2: 3241
Operation: L84, Current Value: 0, Part1: 535, Part2: 3241
Operation: R75, Current Value: 75, Part1: 535, Part2: 3241
Operation: R50, Current Value: 25, Part1: 535, Part2: 3242
Operation: R449, Current Value: 74, Part1: 535, Part2: 3246
Operation: L585, Current Value: 89, Part1: 535, Part2: 3252
Operation: L33, Current Value: 56, Part1: 535, Part2: 3252
Operation: R64, Current Value: 20, Part1: 535, Part2: 3253
Operation: R12, Current Value: 32, Part1: 535, Part2: 3253
Operation: L32, Current Value: 0, Part1: 536, Part2: 3253
Operation: L321, Current Value: 79, Part1: 536, Part2: 3257
Operation: R53, Current Value: 32, Part1: 536, Part2: 3258
Operation: R10, Current Value: 42, Part1: 536, Part2: 3258
Operation: R58, Current Value: 0, Part1: 537, Part2: 3259
Operation: L88, Current Value: 12, Part1: 537, Part2: 3260
Operation: L12, Current Value: 0, Part1: 538, Part2: 3260
Operation: L199, Current Value: 1, Part1: 538, Part2: 3262
Operation: R99, Current Value: 0, Part1: 539, Part2: 3263
Operation: R99, Current Value: 99, Part1: 539, Part2: 3263
Operation: L31, Current Value: 68, Part1: 539, Part2: 3263
Operation: R632, Current Value: 0, Part1: 540, Part2: 3270
Operation: L49, Current Value: 51, Part1: 540, Part2: 3271
Operation: R70, Current Value: 21, Part1: 540, Part2: 3272
Operation: R82, Current Value: 3, Part1: 540, Part2: 3273
Operation: L703, Current Value: 0, Part1: 541, Part2: 3280
Operation: L187, Current Value: 13, Part1: 541, Part2: 3282
Operation: L86, Current Value: 27, Part1: 541, Part2: 3283
Operation: R44, Current Value: 71, Part1: 541, Part2: 3283
Operation: L10, Current Value: 61, Part1: 541, Part2: 3283
Operation: R339, Current Value: 0, Part1: 542, Part2: 3287
Operation: R841, Current Value: 41, Part1: 542, Part2: 3295
Operation: L81, Current Value: 60, Part1: 542, Part2: 3296
Operation: L60, Current Value: 0, Part1: 543, Part2: 3296
Operation: R891, Current Value: 91, Part1: 543, Part2: 3304
Operation: R39, Current Value: 30, Part1: 543, Part2: 3305
Operation: R5, Current Value: 35, Part1: 543, Part2: 3305
Operation: L3, Current Value: 32, Part1: 543, Part2: 3305
Operation: L283, Current Value: 49, Part1: 543, Part2: 3308
Operation: R51, Current Value: 0, Part1: 544, Part2: 3309
Operation: L456, Current Value: 44, Part1: 544, Part2: 3314
Operation: L6, Current Value: 38, Part1: 544, Part2: 3314
Operation: L87, Current Value: 51, Part1: 544, Part2: 3315
Operation: R165, Current Value: 16, Part1: 544, Part2: 3317
Operation: L97, Current Value: 19, Part1: 544, Part2: 3318
Operation: R15, Current Value: 34, Part1: 544, Part2: 3318
Operation: R86, Current Value: 20, Part1: 544, Part2: 3319
Operation: R80, Current Value: 0, Part1: 545, Part2: 3320
Operation: R12, Current Value: 12, Part1: 545, Part2: 3320
Operation: R88, Current Value: 0, Part1: 546, Part2: 3321
Operation: R65, Current Value: 65, Part1: 546, Part2: 3321
Operation: R17, Current Value: 82, Part1: 546, Part2: 3321
Operation: L725, Current Value: 57, Part1: 546, Part2: 3328
Operation: R43, Current Value: 0, Part1: 547, Part2: 3329
Operation: R332, Current Value: 32, Part1: 547, Part2: 3332
Operation: L20, Current Value: 12, Part1: 547, Part2: 3332
Operation: R816, Current Value: 28, Part1: 547, Part2: 3340
Operation: R145, Current Value: 73, Part1: 547, Part2: 3341
Operation: L73, Current Value: 0, Part1: 548, Part2: 3341
Operation: R125, Current Value: 25, Part1: 548, Part2: 3342
Operation: L80, Current Value: 45, Part1: 548, Part2: 3343
Operation: R29, Current Value: 74, Part1: 548, Part2: 3343
Operation: R26, Current Value: 0, Part1: 549, Part2: 3344
Operation: L42, Current Value: 58, Part1: 549, Part2: 3345
Operation: L58, Current Value: 0, Part1: 550, Part2: 3345
Operation: L620, Current Value: 80, Part1: 550, Part2: 3352
Operation: L76, Current Value: 4, Part1: 550, Part2: 3352
Operation: R33, Current Value: 37, Part1: 550, Part2: 3352
Operation: L17, Current Value: 20, Part1: 550, Part2: 3352
Operation: L42, Current Value: 78, Part1: 550, Part2: 3353
Operation: L378, Current Value: 0, Part1: 551, Part2: 3356
Operation: L20, Current Value: 80, Part1: 551, Part2: 3357
Operation: R33, Current Value: 13, Part1: 551, Part2: 3358
Operation: L13, Current Value: 0, Part1: 552, Part2: 3358
Operation: L86, Current Value: 14, Part1: 552, Part2: 3359
Operation: L834, Current Value: 80, Part1: 552, Part2: 3368
Operation: L91, Current Value: 89, Part1: 552, Part2: 3369
Operation: L55, Current Value: 34, Part1: 552, Part2: 3369
Operation: L59, Current Value: 75, Part1: 552, Part2: 3370
Operation: R21, Current Value: 96, Part1: 552, Part2: 3370
Operation: R966, Current Value: 62, Part1: 552, Part2: 3380
Operation: L73, Current Value: 89, Part1: 552, Part2: 3381
Operation: R11, Current Value: 0, Part1: 553, Part2: 3382
Operation: R725, Current Value: 25, Part1: 553, Part2: 3389
Operation: R75, Current Value: 0, Part1: 554, Part2: 3390
Operation: L2, Current Value: 98, Part1: 554, Part2: 3391
Operation: R2, Current Value: 0, Part1: 555, Part2: 3392
Operation: R99, Current Value: 99, Part1: 555, Part2: 3392
Operation: R18, Current Value: 17, Part1: 555, Part2: 3393
Operation: R80, Current Value: 97, Part1: 555, Part2: 3393
Operation: L97, Current Value: 0, Part1: 556, Part2: 3393
Operation: R42, Current Value: 42, Part1: 556, Part2: 3393
Operation: L42, Current Value: 0, Part1: 557, Part2: 3393
Operation: L66, Current Value: 34, Part1: 557, Part2: 3394
Operation: R43, Current Value: 77, Part1: 557, Part2: 3394
Operation: R51, Current Value: 28, Part1: 557, Part2: 3395
Operation: R2, Current Value: 30, Part1: 557, Part2: 3395
Operation: L30, Current Value: 0, Part1: 558, Part2: 3395
Operation: L55, Current Value: 45, Part1: 558, Part2: 3396
Operation: L868, Current Value: 77, Part1: 558, Part2: 3405
Operation: L15, Current Value: 62, Part1: 558, Part2: 3405
Operation: R38, Current Value: 0, Part1: 559, Part2: 3406
Operation: R324, Current Value: 24, Part1: 559, Part2: 3409
Operation: L33, Current Value: 91, Part1: 559, Part2: 3410
Operation: L65, Current Value: 26, Part1: 559, Part2: 3410
Operation: R74, Current Value: 0, Part1: 560, Part2: 3411
Operation: L78, Current Value: 22, Part1: 560, Part2: 3412
Operation: L22, Current Value: 0, Part1: 561, Part2: 3412
Operation: L882, Current Value: 18, Part1: 561, Part2: 3421
Operation: R82, Current Value: 0, Part1: 562, Part2: 3422
Operation: L61, Current Value: 39, Part1: 562, Part2: 3423
Operation: R293, Current Value: 32, Part1: 562, Part2: 3426
Operation: L40, Current Value: 92, Part1: 562, Part2: 3427
Operation: R8, Current Value: 0, Part1: 563, Part2: 3428
Operation: L51, Current Value: 49, Part1: 563, Part2: 3429
Operation: L49, Current Value: 0, Part1: 564, Part2: 3429
Operation: L96, Current Value: 4, Part1: 564, Part2: 3430
Operation: L4, Current Value: 0, Part1: 565, Part2: 3430
Operation: L55, Current Value: 45, Part1: 565, Part2: 3431
Operation: R74, Current Value: 19, Part1: 565, Part2: 3432
Operation: L657, Current Value: 62, Part1: 565, Part2: 3439
Operation: R27, Current Value: 89, Part1: 565, Part2: 3439
Operation: R92, Current Value: 81, Part1: 565, Part2: 3440
Operation: R5, Current Value: 86, Part1: 565, Part2: 3440
Operation: L86, Current Value: 0, Part1: 566, Part2: 3440
Operation: R50, Current Value: 50, Part1: 566, Part2: 3440
Operation: R8, Current Value: 58, Part1: 566, Part2: 3440
Operation: R42, Current Value: 0, Part1: 567, Part2: 3441
Operation: R93, Current Value: 93, Part1: 567, Part2: 3441
Operation: L483, Current Value: 10, Part1: 567, Part2: 3445
Operation: L10, Current Value: 0, Part1: 568, Part2: 3445
Operation: R82, Current Value: 82, Part1: 568, Part2: 3445
Operation: L247, Current Value: 35, Part1: 568, Part2: 3447
Operation: L93, Current Value: 42, Part1: 568, Part2: 3448
Operation: R58, Current Value: 0, Part1: 569, Part2: 3449
Operation: L502, Current Value: 98, Part1: 569, Part2: 3455
Operation: R37, Current Value: 35, Part1: 569, Part2: 3456
Operation: R65, Current Value: 0, Part1: 570, Part2: 3457
Operation: L138, Current Value: 62, Part1: 570, Part2: 3459
Operation: R988, Current Value: 50, Part1: 570, Part2: 3469
Operation: L50, Current Value: 0, Part1: 571, Part2: 3469
Operation: R32, Current Value: 32, Part1: 571, Part2: 3469
Operation: R94, Current Value: 26, Part1: 571, Part2: 3470
Operation: R74, Current Value: 0, Part1: 572, Part2: 3471
Operation: L28, Current Value: 72, Part1: 572, Part2: 3472
Operation: L44, Current Value: 28, Part1: 572, Part2: 3472
Operation: L876, Current Value: 52, Part1: 572, Part2: 3481
Operation: L1, Current Value: 51, Part1: 572, Part2: 3481
Operation: L51, Current Value: 0, Part1: 573, Part2: 3481
Operation: L15, Current Value: 85, Part1: 573, Part2: 3482
Operation: R84, Current Value: 69, Part1: 573, Part2: 3483
Operation: L69, Current Value: 0, Part1: 574, Part2: 3483
Operation: L17, Current Value: 83, Part1: 574, Part2: 3484
Operation: R76, Current Value: 59, Part1: 574, Part2: 3485
Operation: R21, Current Value: 80, Part1: 574, Part2: 3485
Operation: L80, Current Value: 0, Part1: 575, Part2: 3485
Operation: L19, Current Value: 81, Part1: 575, Part2: 3486
Operation: R87, Current Value: 68, Part1: 575, Part2: 3487
Operation: L22, Current Value: 46, Part1: 575, Part2: 3487
Operation: R74, Current Value: 20, Part1: 575, Part2: 3488
Operation: R80, Current Value: 0, Part1: 576, Part2: 3489
Operation: R33, Current Value: 33, Part1: 576, Part2: 3489
Operation: R87, Current Value: 20, Part1: 576, Part2: 3490
Operation: R770, Current Value: 90, Part1: 576, Part2: 3497
Operation: L70, Current Value: 20, Part1: 576, Part2: 3497
Operation: L20, Current Value: 0, Part1: 577, Part2: 3497
Operation: L92, Current Value: 8, Part1: 577, Part2: 3498
Operation: L26, Current Value: 82, Part1: 577, Part2: 3499
Operation: L98, Current Value: 84, Part1: 577, Part2: 3500
Operation: L84, Current Value: 0, Part1: 578, Part2: 3500
Operation: R98, Current Value: 98, Part1: 578, Part2: 3500
Operation: L34, Current Value: 64, Part1: 578, Part2: 3500
Operation: R27, Current Value: 91, Part1: 578, Part2: 3500
Operation: R9, Current Value: 0, Part1: 579, Part2: 3501
Operation: L79, Current Value: 21, Part1: 579, Part2: 3502
Operation: L21, Current Value: 0, Part1: 580, Part2: 3502
Operation: L90, Current Value: 10, Part1: 580, Part2: 3503
Operation: L190, Current Value: 20, Part1: 580, Part2: 3505
Operation: L62, Current Value: 58, Part1: 580, Part2: 3506
Operation: L67, Current Value: 91, Part1: 580, Part2: 3507
Operation: R538, Current Value: 29, Part1: 580, Part2: 3513
Operation: R58, Current Value: 87, Part1: 580, Part2: 3513
Operation: R2, Current Value: 89, Part1: 580, Part2: 3513
Operation: L89, Current Value: 0, Part1: 581, Part2: 3513
Operation: L973, Current Value: 27, Part1: 581, Part2: 3523
Operation: L27, Current Value: 0, Part1: 582, Part2: 3523
Operation: R44, Current Value: 44, Part1: 582, Part2: 3523
Operation: L44, Current Value: 0, Part1: 583, Part2: 3523
Operation: R558, Current Value: 58, Part1: 583, Part2: 3528
Operation: L362, Current Value: 96, Part1: 583, Part2: 3532
Operation: R97, Current Value: 93, Part1: 583, Part2: 3533
Operation: L67, Current Value: 26, Part1: 583, Part2: 3533
Operation: R71, Current Value: 97, Part1: 583, Part2: 3533
Operation: R3, Current Value: 0, Part1: 584, Part2: 3534
Operation: L23, Current Value: 77, Part1: 584, Part2: 3535
Operation: R748, Current Value: 25, Part1: 584, Part2: 3543
Operation: L625, Current Value: 0, Part1: 585, Part2: 3549
Operation: L50, Current Value: 50, Part1: 585, Part2: 3550
Operation: R50, Current Value: 0, Part1: 586, Part2: 3551
Operation: L69, Current Value: 31, Part1: 586, Part2: 3552
Operation: R69, Current Value: 0, Part1: 587, Part2: 3553
Operation: R15, Current Value: 15, Part1: 587, Part2: 3553
Operation: L996, Current Value: 19, Part1: 587, Part2: 3563
Operation: L19, Current Value: 0, Part1: 588, Part2: 3563
Operation: L979, Current Value: 21, Part1: 588, Part2: 3573
Operation: L122, Current Value: 99, Part1: 588, Part2: 3575
Operation: R1, Current Value: 0, Part1: 589, Part2: 3576
Operation: R656, Current Value: 56, Part1: 589, Part2: 3582
Operation: R330, Current Value: 86, Part1: 589, Part2: 3585
Operation: L29, Current Value: 57, Part1: 589, Part2: 3585
Operation: L94, Current Value: 63, Part1: 589, Part2: 3586
Operation: R37, Current Value: 0, Part1: 590, Part2: 3587
Operation: L26, Current Value: 74, Part1: 590, Part2: 3588
Operation: L74, Current Value: 0, Part1: 591, Part2: 3588
Operation: L93, Current Value: 7, Part1: 591, Part2: 3589
Operation: R20, Current Value: 27, Part1: 591, Part2: 3589
Operation: R58, Current Value: 85, Part1: 591, Part2: 3589
Operation: L42, Current Value: 43, Part1: 591, Part2: 3589
Operation: R21, Current Value: 64, Part1: 591, Part2: 3589
Operation: L264, Current Value: 0, Part1: 592, Part2: 3591
Operation: L3, Current Value: 97, Part1: 592, Part2: 3592
Operation: L963, Current Value: 34, Part1: 592, Part2: 3601
Operation: R25, Current Value: 59, Part1: 592, Part2: 3601
Operation: L758, Current Value: 1, Part1: 592, Part2: 3608
Operation: L57, Current Value: 44, Part1: 592, Part2: 3609
Operation: L44, Current Value: 0, Part1: 593, Part2: 3609
Operation: R30, Current Value: 30, Part1: 593, Part2: 3609
Operation: R6, Current Value: 36, Part1: 593, Part2: 3609
Operation: L19, Current Value: 17, Part1: 593, Part2: 3609
Operation: R64, Current Value: 81, Part1: 593, Part2: 3609
Operation: R2, Current Value: 83, Part1: 593, Part2: 3609
Operation: L83, Current Value: 0, Part1: 594, Part2: 3609
Operation: L84, Current Value: 16, Part1: 594, Part2: 3610
Operation: L96, Current Value: 20, Part1: 594, Part2: 3611
Operation: L75, Current Value: 45, Part1: 594, Part2: 3612
Operation: R55, Current Value: 0, Part1: 595, Part2: 3613
Operation: R44, Current Value: 44, Part1: 595, Part2: 3613
Operation: L92, Current Value: 52, Part1: 595, Part2: 3614
Operation: L76, Current Value: 76, Part1: 595, Part2: 3615
Operation: R435, Current Value: 11, Part1: 595, Part2: 3620
Operation: R289, Current Value: 0, Part1: 596, Part2: 3623
Operation: R99, Current Value: 99, Part1: 596, Part2: 3623
Operation: R1, Current Value: 0, Part1: 597, Part2: 3624
Operation: L178, Current Value: 22, Part1: 597, Part2: 3626
Operation: R78, Current Value: 0, Part1: 598, Part2: 3627
Operation: L231, Current Value: 69, Part1: 598, Part2: 3630
Operation: L69, Current Value: 0, Part1: 599, Part2: 3630
Operation: L35, Current Value: 65, Part1: 599, Part2: 3631
Operation: R232, Current Value: 97, Part1: 599, Part2: 3633
Operation: R8, Current Value: 5, Part1: 599, Part2: 3634
Operation: R7, Current Value: 12, Part1: 599, Part2: 3634
Operation: L84, Current Value: 28, Part1: 599, Part2: 3635
Operation: L22, Current Value: 6, Part1: 599, Part2: 3635
Operation: L6, Current Value: 0, Part1: 600, Part2: 3635
Operation: R90, Current Value: 90, Part1: 600, Part2: 3635
Operation: R10, Current Value: 0, Part1: 601, Part2: 3636
Operation: L968, Current Value: 32, Part1: 601, Part2: 3646
Operation: R368, Current Value: 0, Part1: 602, Part2: 3650
Operation: L87, Current Value: 13, Part1: 602, Part2: 3651
Operation: R76, Current Value: 89, Part1: 602, Part2: 3651
Operation: L32, Current Value: 57, Part1: 602, Part2: 3651
Operation: L157, Current Value: 0, Part1: 603, Part2: 3652
Operation: R373, Current Value: 73, Part1: 603, Part2: 3655
Operation: R572, Current Value: 45, Part1: 603, Part2: 3661
Operation: R90, Current Value: 35, Part1: 603, Part2: 3662
Operation: R5, Current Value: 40, Part1: 603, Part2: 3662
Operation: L46, Current Value: 94, Part1: 603, Part2: 3663
Operation: R24, Current Value: 18, Part1: 603, Part2: 3664
Operation: R72, Current Value: 90, Part1: 603, Part2: 3664
Operation: L90, Current Value: 0, Part1: 604, Part2: 3664
Operation: L63, Current Value: 37, Part1: 604, Part2: 3665
Operation: L63, Current Value: 74, Part1: 604, Part2: 3666
Operation: R26, Current Value: 0, Part1: 605, Part2: 3667
Operation: R727, Current Value: 27, Part1: 605, Part2: 3674
Operation: R52, Current Value: 79, Part1: 605, Part2: 3674
Operation: R221, Current Value: 0, Part1: 606, Part2: 3677
Operation: L22, Current Value: 78, Part1: 606, Part2: 3678
Operation: L18, Current Value: 60, Part1: 606, Part2: 3678
Operation: L67, Current Value: 93, Part1: 606, Part2: 3679
Operation: R824, Current Value: 17, Part1: 606, Part2: 3688
Operation: L17, Current Value: 0, Part1: 607, Part2: 3688
Operation: L78, Current Value: 22, Part1: 607, Part2: 3689
Operation: L89, Current Value: 33, Part1: 607, Part2: 3690
Operation: R17, Current Value: 50, Part1: 607, Part2: 3690
Operation: R50, Current Value: 0, Part1: 608, Part2: 3691
Operation: L355, Current Value: 45, Part1: 608, Part2: 3695
Operation: L94, Current Value: 51, Part1: 608, Part2: 3696
Operation: L51, Current Value: 0, Part1: 609, Part2: 3696
Operation: L68, Current Value: 32, Part1: 609, Part2: 3697
Operation: R663, Current Value: 95, Part1: 609, Part2: 3703
Operation: L76, Current Value: 19, Part1: 609, Part2: 3703
Operation: L88, Current Value: 31, Part1: 609, Part2: 3704
Operation: L83, Current Value: 48, Part1: 609, Part2: 3705
Operation: R52, Current Value: 0, Part1: 610, Part2: 3706
Operation: R48, Current Value: 48, Part1: 610, Part2: 3706
Operation: L48, Current Value: 0, Part1: 611, Part2: 3706
Operation: R40, Current Value: 40, Part1: 611, Part2: 3706
Operation: R27, Current Value: 67, Part1: 611, Part2: 3706
Operation: L67, Current Value: 0, Part1: 612, Part2: 3706
Operation: R433, Current Value: 33, Part1: 612, Part2: 3710
Operation: L83, Current Value: 50, Part1: 612, Part2: 3711
Operation: L37, Current Value: 13, Part1: 612, Part2: 3711
Operation: R87, Current Value: 0, Part1: 613, Part2: 3712
Operation: L28, Current Value: 72, Part1: 613, Part2: 3713
Operation: L77, Current Value: 95, Part1: 613, Part2: 3714
Operation: L18, Current Value: 77, Part1: 613, Part2: 3714
Operation: R73, Current Value: 50, Part1: 613, Part2: 3715
Operation: L8, Current Value: 42, Part1: 613, Part2: 3715
Operation: R44, Current Value: 86, Part1: 613, Part2: 3715
Operation: R22, Current Value: 8, Part1: 613, Part2: 3716
Operation: L91, Current Value: 17, Part1: 613, Part2: 3717
Operation: R83, Current Value: 0, Part1: 614, Part2: 3718
Operation: L63, Current Value: 37, Part1: 614, Part2: 3719
Operation: L37, Current Value: 0, Part1: 615, Part2: 3719
Operation: L4, Current Value: 96, Part1: 615, Part2: 3720
Operation: L32, Current Value: 64, Part1: 615, Part2: 3720
Operation: L64, Current Value: 0, Part1: 616, Part2: 3720
Operation: L137, Current Value: 63, Part1: 616, Part2: 3722
Operation: R37, Current Value: 0, Part1: 617, Part2: 3723
Operation: R25, Current Value: 25, Part1: 617, Part2: 3723
Operation: R81, Current Value: 6, Part1: 617, Part2: 3724
Operation: R94, Current Value: 0, Part1: 618, Part2: 3725
Operation: R54, Current Value: 54, Part1: 618, Part2: 3725
Operation: L76, Current Value: 78, Part1: 618, Part2: 3726
Operation: R11, Current Value: 89, Part1: 618, Part2: 3726
Operation: L189, Current Value: 0, Part1: 619, Part2: 3727
Operation: L78, Current Value: 22, Part1: 619, Part2: 3728
Operation: L22, Current Value: 0, Part1: 620, Part2: 3728
Operation: L10, Current Value: 90, Part1: 620, Part2: 3729
Operation: L345, Current Value: 45, Part1: 620, Part2: 3732
Operation: R28, Current Value: 73, Part1: 620, Part2: 3732
Operation: L32, Current Value: 41, Part1: 620, Part2: 3732
Operation: R65, Current Value: 6, Part1: 620, Part2: 3733
Operation: R25, Current Value: 31, Part1: 620, Part2: 3733
Operation: R14, Current Value: 45, Part1: 620, Part2: 3733
Operation: L45, Current Value: 0, Part1: 621, Part2: 3733
Operation: L145, Current Value: 55, Part1: 621, Part2: 3735
Operation: R20, Current Value: 75, Part1: 621, Part2: 3735
Operation: L62, Current Value: 13, Part1: 621, Part2: 3735
Operation: R19, Current Value: 32, Part1: 621, Part2: 3735
Operation: L72, Current Value: 60, Part1: 621, Part2: 3736
Operation: R64, Current Value: 24, Part1: 621, Part2: 3737
Operation: L24, Current Value: 0, Part1: 622, Part2: 3737
Operation: L9, Current Value: 91, Part1: 622, Part2: 3738
Operation: R9, Current Value: 0, Part1: 623, Part2: 3739
Operation: R5, Current Value: 5, Part1: 623, Part2: 3739
Operation: R149, Current Value: 54, Part1: 623, Part2: 3740
Operation: R512, Current Value: 66, Part1: 623, Part2: 3745
Operation: L90, Current Value: 76, Part1: 623, Part2: 3746
Operation: R524, Current Value: 0, Part1: 624, Part2: 3752
Operation: R815, Current Value: 15, Part1: 624, Part2: 3760
Operation: R885, Current Value: 0, Part1: 625, Part2: 3769
Operation: R87, Current Value: 87, Part1: 625, Part2: 3769
Operation: L44, Current Value: 43, Part1: 625, Part2: 3769
Operation: R38, Current Value: 81, Part1: 625, Part2: 3769
Operation: R19, Current Value: 0, Part1: 626, Part2: 3770
Operation: L81, Current Value: 19, Part1: 626, Part2: 3771
Operation: R19, Current Value: 38, Part1: 626, Part2: 3771
Operation: R62, Current Value: 0, Part1: 627, Part2: 3772
Operation: R83, Current Value: 83, Part1: 627, Part2: 3772
Operation: R17, Current Value: 0, Part1: 628, Part2: 3773
Operation: L921, Current Value: 79, Part1: 628, Part2: 3783
Operation: R62, Current Value: 41, Part1: 628, Part2: 3784
Operation: L63, Current Value: 78, Part1: 628, Part2: 3785
Operation: L78, Current Value: 0, Part1: 629, Part2: 3785
Operation: R41, Current Value: 41, Part1: 629, Part2: 3785
Operation: L41, Current Value: 0, Part1: 630, Part2: 3785
Operation: L544, Current Value: 56, Part1: 630, Part2: 3791
Operation: L22, Current Value: 34, Part1: 630, Part2: 3791
Operation: L34, Current Value: 0, Part1: 631, Part2: 3791
Operation: R97, Current Value: 97, Part1: 631, Part2: 3791
Operation: R91, Current Value: 88, Part1: 631, Part2: 3792
Operation: R20, Current Value: 8, Part1: 631, Part2: 3793
Operation: R92, Current Value: 0, Part1: 632, Part2: 3794
Operation: L88, Current Value: 12, Part1: 632, Part2: 3795
Operation: L50, Current Value: 62, Part1: 632, Part2: 3796
Operation: R38, Current Value: 0, Part1: 633, Part2: 3797
Operation: R98, Current Value: 98, Part1: 633, Part2: 3797
Operation: L98, Current Value: 0, Part1: 634, Part2: 3797
Operation: R10, Current Value: 10, Part1: 634, Part2: 3797
Operation: L310, Current Value: 0, Part1: 635, Part2: 3800
Operation: L67, Current Value: 33, Part1: 635, Part2: 3801
Operation: L33, Current Value: 0, Part1: 636, Part2: 3801
Operation: R81, Current Value: 81, Part1: 636, Part2: 3801
Operation: R89, Current Value: 70, Part1: 636, Part2: 3802
Operation: R7, Current Value: 77, Part1: 636, Part2: 3802
Operation: R70, Current Value: 47, Part1: 636, Part2: 3803
Operation: L71, Current Value: 76, Part1: 636, Part2: 3804
Operation: R99, Current Value: 75, Part1: 636, Part2: 3805
Operation: R25, Current Value: 0, Part1: 637, Part2: 3806
Operation: L55, Current Value: 45, Part1: 637, Part2: 3807
Operation: R255, Current Value: 0, Part1: 638, Part2: 3810
Operation: L20, Current Value: 80, Part1: 638, Part2: 3811
Operation: R28, Current Value: 8, Part1: 638, Part2: 3812
Operation: L66, Current Value: 42, Part1: 638, Part2: 3813
Operation: L88, Current Value: 54, Part1: 638, Part2: 3814
Operation: R7, Current Value: 61, Part1: 638, Part2: 3814
Operation: L279, Current Value: 82, Part1: 638, Part2: 3817
Operation: R818, Current Value: 0, Part1: 639, Part2: 3826
Operation: R9, Current Value: 9, Part1: 639, Part2: 3826
Operation: L82, Current Value: 27, Part1: 639, Part2: 3827
Operation: L76, Current Value: 51, Part1: 639, Part2: 3828
Operation: L78, Current Value: 73, Part1: 639, Part2: 3829
Operation: L73, Current Value: 0, Part1: 640, Part2: 3829
Operation: R8, Current Value: 8, Part1: 640, Part2: 3829
Operation: L8, Current Value: 0, Part1: 641, Part2: 3829
Operation: R787, Current Value: 87, Part1: 641, Part2: 3836
Operation: R20, Current Value: 7, Part1: 641, Part2: 3837
Operation: L92, Current Value: 15, Part1: 641, Part2: 3838
Operation: R62, Current Value: 77, Part1: 641, Part2: 3838
Operation: R623, Current Value: 0, Part1: 642, Part2: 3845
Operation: L40, Current Value: 60, Part1: 642, Part2: 3846
Operation: L60, Current Value: 0, Part1: 643, Part2: 3846
Operation: L34, Current Value: 66, Part1: 643, Part2: 3847
Operation: R34, Current Value: 0, Part1: 644, Part2: 3848
Operation: L61, Current Value: 39, Part1: 644, Part2: 3849
Operation: L139, Current Value: 0, Part1: 645, Part2: 3850
Operation: R76, Current Value: 76, Part1: 645, Part2: 3850
Operation: R390, Current Value: 66, Part1: 645, Part2: 3854
Operation: R24, Current Value: 90, Part1: 645, Part2: 3854
Operation: L90, Current Value: 0, Part1: 646, Part2: 3854
Operation: R542, Current Value: 42, Part1: 646, Part2: 3859
Operation: L53, Current Value: 89, Part1: 646, Part2: 3860
Operation: R74, Current Value: 63, Part1: 646, Part2: 3861
Operation: R1, Current Value: 64, Part1: 646, Part2: 3861
Operation: R84, Current Value: 48, Part1: 646, Part2: 3862
Operation: L48, Current Value: 0, Part1: 647, Part2: 3862
Operation: L41, Current Value: 59, Part1: 647, Part2: 3863
Operation: L45, Current Value: 14, Part1: 647, Part2: 3863
Operation: L14, Current Value: 0, Part1: 648, Part2: 3863
Operation: L32, Current Value: 68, Part1: 648, Part2: 3864
Operation: R32, Current Value: 0, Part1: 649, Part2: 3865
Operation: R59, Current Value: 59, Part1: 649, Part2: 3865
Operation: L21, Current Value: 38, Part1: 649, Part2: 3865
Operation: L38, Current Value: 0, Part1: 650, Part2: 3865
Operation: L301, Current Value: 99, Part1: 650, Part2: 3869
Operation: L399, Current Value: 0, Part1: 651, Part2: 3872
Operation: L404, Current Value: 96, Part1: 651, Part2: 3877
Operation: L92, Current Value: 4, Part1: 651, Part2: 3877
